timestamp,open,high,low,close,volume
2025-01-15 19:55:00,427.2300,427.5000,427.0000,427.4000,894
2025-01-15 19:50:00,427.1900,427.4800,427.0062,427.2500,500
2025-01-15 19:45:00,427.1000,427.2500,427.0000,427.1000,296
2025-01-15 19:40:00,426.8650,427.2400,426.7012,427.1100,286
2025-01-15 19:35:00,427.0200,427.1000,426.7100,426.9200,807
2025-01-15 19:30:00,427.2450,427.4500,427.0100,427.0300,483
2025-01-15 19:25:00,427.4800,427.4800,426.9600,427.4000,152
2025-01-15 19:20:00,427.2350,427.5000,426.9700,427.2250,206
2025-01-15 19:15:00,427.2500,427.5000,427.0000,427.2500,932
2025-01-15 19:10:00,427.4900,427.5000,427.0000,427.2500,187
2025-01-15 19:05:00,427.4800,427.4800,426.9600,427.2500,658
2025-01-15 19:00:00,427.3800,427.5000,426.7000,427.2200,592
2025-01-15 18:55:00,427.3800,427.5000,426.3100,427.3800,1586
2025-01-15 18:50:00,427.2500,427.5000,427.2000,427.3800,263
2025-01-15 18:45:00,427.3150,427.5000,427.2000,427.2000,326
2025-01-15 18:40:00,426.9000,427.4300,426.7100,427.3900,422
2025-01-15 18:35:00,426.9300,427.5000,426.6100,427.1050,2457
2025-01-15 18:30:00,427.1100,427.3300,426.5900,427.2500,758
2025-01-15 18:25:00,426.9550,427.1500,426.5800,426.8650,114
2025-01-15 18:20:00,427.0000,427.3200,426.5800,427.0000,423
2025-01-15 18:15:00,426.5700,427.1000,426.5000,427.0000,847
2025-01-15 18:10:00,426.4400,427.0000,426.1200,427.0000,452
2025-01-15 18:05:00,426.3000,426.4550,426.1100,426.1100,142
2025-01-15 18:00:00,426.6750,426.7700,426.1000,426.3000,1487
2025-01-15 17:55:00,426.7100,426.7700,426.3100,426.5800,1957
2025-01-15 17:50:00,426.6750,426.7700,426.5800,426.7017,1058
2025-01-15 17:45:00,426.6700,426.7700,426.5700,426.5700,467
2025-01-15 17:40:00,426.5750,426.7700,426.5700,426.6700,188
2025-01-15 17:35:00,426.6900,426.9800,426.5700,426.6700,308
2025-01-15 17:30:00,426.5100,426.9000,426.5000,426.6000,1012
2025-01-15 17:25:00,426.5000,426.9000,426.3100,426.5000,945
2025-01-15 17:20:00,426.6300,427.2630,407.6170,426.5100,7703
2025-01-15 17:15:00,427.2630,440.3800,400.0550,426.5001,2004
2025-01-15 17:10:00,426.4100,434.4556,407.6170,426.2500,2315
2025-01-15 17:05:00,426.4000,426.5900,426.1000,426.3700,177
2025-01-15 17:00:00,426.3400,426.5800,420.1000,426.4400,24296
2025-01-15 16:55:00,426.4100,426.5900,426.1000,426.3000,641
2025-01-15 16:50:00,426.2200,426.6000,426.1000,426.3550,2131
2025-01-15 16:45:00,426.2500,426.3100,426.1000,426.3000,2187
2025-01-15 16:40:00,426.2300,426.3100,426.1950,426.2500,1147
2025-01-15 16:35:00,426.2000,426.3100,426.0000,426.2500,4020
2025-01-15 16:30:00,426.0500,426.2800,425.8000,426.2000,3442
2025-01-15 16:25:00,426.1000,438.7850,426.0000,426.1100,1156
2025-01-15 16:20:00,426.3100,426.3100,426.0500,426.1900,3388
2025-01-15 16:15:00,426.3100,426.3100,426.0000,426.1250,2349
2025-01-15 16:10:00,426.2500,426.3100,425.7500,426.1250,32657
2025-01-15 16:05:00,426.5755,426.5755,425.6479,426.1200,4197
2025-01-15 16:00:00,426.2600,427.3357,426.0100,426.1000,11818487
2025-01-15 15:55:00,426.1650,427.2000,426.1300,426.2600,926479
2025-01-15 15:50:00,427.0600,427.1500,426.0900,426.1700,450059
2025-01-15 15:45:00,427.0503,427.3600,426.9800,427.0950,192953
2025-01-15 15:40:00,427.0200,427.3513,426.9200,427.0825,160377
2025-01-15 15:35:00,427.3200,427.3938,426.7250,427.0200,175950
2025-01-15 15:30:00,427.7655,427.7655,427.1500,427.3500,164657
2025-01-15 15:25:00,427.8750,428.1500,427.7700,427.7700,269562
2025-01-15 15:20:00,427.7700,428.0400,427.7300,427.8700,179519
2025-01-15 15:15:00,427.4250,427.8300,427.3559,427.7800,162625
2025-01-15 15:10:00,427.2200,427.5700,427.1895,427.4900,112046
2025-01-15 15:05:00,427.1000,427.3499,427.0200,427.1760,87266
2025-01-15 15:00:00,427.3000,427.6100,427.0496,427.1000,115715
2025-01-15 14:55:00,427.2400,427.3300,427.0900,427.2700,83610
2025-01-15 14:50:00,426.8392,427.3300,426.6400,427.2300,90088
2025-01-15 14:45:00,426.6550,426.9300,426.5800,426.7950,80110
2025-01-15 14:40:00,426.9200,426.9894,426.5500,426.6550,71551
2025-01-15 14:35:00,426.7059,427.0100,426.6750,426.9350,96843
2025-01-15 14:30:00,426.6500,426.9300,426.5879,426.6900,116355
2025-01-15 14:25:00,426.0100,426.6800,425.9800,426.5900,99686
2025-01-15 14:20:00,426.1500,426.3300,426.0200,426.0200,101108
2025-01-15 14:15:00,426.0150,426.1748,425.8400,426.1500,114990
2025-01-15 14:10:00,425.8400,426.1000,425.8300,426.0150,69454
2025-01-15 14:05:00,425.9600,426.0900,425.8000,425.8496,78538
2025-01-15 14:00:00,425.8550,426.0400,425.8083,425.9681,46788
2025-01-15 13:55:00,426.1100,426.1600,425.8100,425.8538,52991
2025-01-15 13:50:00,426.0200,426.3500,426.0200,426.1300,69760
2025-01-15 13:45:00,426.0000,426.2000,425.9275,425.9275,90541
2025-01-15 13:40:00,425.4850,425.9999,425.4300,425.9350,64674
2025-01-15 13:35:00,425.4600,425.5399,425.2500,425.4600,69393
2025-01-15 13:30:00,425.6804,425.8100,425.4600,425.4600,95717
2025-01-15 13:25:00,425.5800,425.7521,425.3972,425.6700,94594
2025-01-15 13:20:00,425.5050,425.7399,425.5000,425.6100,58309
2025-01-15 13:15:00,425.5200,425.5511,425.1000,425.5050,101150
2025-01-15 13:10:00,425.6350,425.6700,425.2849,425.5144,50669
2025-01-15 13:05:00,425.1539,425.6800,425.1539,425.6350,53477
2025-01-15 13:00:00,424.6900,425.3400,424.6000,425.1800,98724
2025-01-15 12:55:00,425.4900,425.4900,424.6600,424.7499,104826
2025-01-15 12:50:00,426.3400,426.3400,425.4400,425.5000,97210
2025-01-15 12:45:00,425.8750,426.4499,425.7700,426.3500,75488
2025-01-15 12:40:00,425.8000,426.2100,425.7200,425.8900,122779
2025-01-15 12:35:00,425.0800,425.8850,425.0300,425.8200,131029
2025-01-15 12:30:00,425.1600,425.6200,425.0400,425.0850,103920
2025-01-15 12:25:00,425.4212,425.5265,425.1550,425.2200,67121
2025-01-15 12:20:00,425.0000,425.4409,424.8150,425.4200,86050
2025-01-15 12:15:00,425.3500,425.4900,424.9900,425.0900,66454
2025-01-15 12:10:00,425.3600,425.6825,425.2600,425.3050,59671
2025-01-15 12:05:00,424.9400,425.3800,424.8001,425.3300,57022
2025-01-15 12:00:00,424.8700,425.0400,424.3700,424.9400,118077
2025-01-15 11:55:00,424.9387,425.2000,424.6501,424.9000,72172
2025-01-15 11:50:00,424.8599,425.1500,424.6600,424.9400,122314
2025-01-15 11:45:00,425.0350,425.1799,424.7600,424.9400,89692
2025-01-15 11:40:00,425.2936,425.5400,424.9700,425.0350,80941
2025-01-15 11:35:00,425.3849,425.8400,425.2475,425.2950,95388
2025-01-15 11:30:00,426.2200,426.3060,425.1500,425.3600,211783
2025-01-15 11:25:00,426.7000,426.9000,426.2200,426.2850,111576
2025-01-15 11:20:00,427.1200,427.4200,426.5450,426.7400,227066
2025-01-15 11:15:00,426.4200,427.1352,425.8800,427.0750,264189
2025-01-15 11:10:00,425.3300,426.4500,425.2200,426.3800,265117
2025-01-15 11:05:00,425.4600,425.6000,424.8800,425.3850,135345
2025-01-15 11:00:00,424.8100,425.6200,424.8100,425.4950,119106
2025-01-15 10:55:00,425.4000,425.5200,424.7400,424.8050,120788
2025-01-15 10:50:00,425.3000,425.6000,425.0393,425.4400,93491
2025-01-15 10:45:00,425.4000,425.6000,425.0575,425.3000,117592
2025-01-15 10:40:00,425.2400,425.6050,425.0000,425.2701,166519
2025-01-15 10:35:00,425.1700,425.5200,424.8900,425.2700,167173
2025-01-15 10:30:00,425.3100,425.4300,424.8500,425.2300,176653
2025-01-15 10:25:00,425.2500,425.5100,425.0401,425.2750,213416
2025-01-15 10:20:00,425.3500,425.4000,424.9100,425.3100,189287
2025-01-15 10:15:00,423.7650,425.3700,423.7000,425.2589,213216
2025-01-15 10:10:00,424.6600,424.6603,423.6800,423.7703,135164
2025-01-15 10:05:00,424.2707,425.1586,424.0900,424.6500,157056
2025-01-15 10:00:00,423.8750,424.7045,423.8100,424.3000,150750
2025-01-15 09:55:00,424.5200,424.8600,423.2350,423.9999,229321
2025-01-15 09:50:00,425.0300,425.2500,424.3600,424.5000,356388
2025-01-15 09:45:00,423.3200,425.3199,423.2700,425.1000,411947
2025-01-15 09:40:00,421.5800,423.3400,421.5000,423.3212,426585
2025-01-15 09:35:00,421.3779,422.0700,420.3801,421.6500,425032
2025-01-15 09:30:00,419.1300,422.4299,418.2650,421.2897,852561
2025-01-15 09:25:00,420.1000,420.3000,418.8800,418.9600,26696
2025-01-15 09:20:00,420.2500,420.3400,420.0000,420.0600,7141
2025-01-15 09:15:00,420.7800,420.7900,420.0200,420.1000,5633
2025-01-15 09:10:00,420.9900,421.0800,420.1500,420.7000,6010
2025-01-15 09:05:00,421.3610,421.4000,420.7600,421.0000,4150
2025-01-15 09:00:00,421.0700,421.4000,421.0500,421.4000,7140
2025-01-15 08:55:00,421.1900,421.3000,421.0000,421.1821,14092
2025-01-15 08:50:00,421.6500,421.8099,421.0400,421.1800,9403
2025-01-15 08:45:00,421.2550,422.0000,421.0100,421.8100,18701
2025-01-15 08:40:00,421.2500,421.8000,421.0000,421.2200,23371
2025-01-15 08:35:00,421.8740,421.9200,420.6200,421.2600,22945
2025-01-15 08:30:00,416.8000,421.9200,416.8000,421.8972,60361
2025-01-15 08:25:00,416.5000,417.1200,416.1000,416.6800,5805
2025-01-15 08:20:00,416.3600,416.5900,416.1600,416.4500,3041
2025-01-15 08:15:00,416.6500,416.6500,416.3000,416.3300,4368
2025-01-15 08:10:00,416.5600,416.6500,416.4000,416.4100,3813
2025-01-15 08:05:00,415.6700,416.6500,415.6700,416.5300,2106
2025-01-15 08:00:00,416.4600,417.0492,415.1712,416.6400,11221
2025-01-15 07:55:00,416.7000,416.7100,416.6100,416.6300,669
2025-01-15 07:50:00,416.6200,416.8600,416.5700,416.7300,2667
2025-01-15 07:45:00,416.6400,416.6700,416.6000,416.6000,1108
2025-01-15 07:40:00,416.5400,416.6500,416.5000,416.6200,2109
2025-01-15 07:35:00,416.5100,416.6000,416.4300,416.4900,490
2025-01-15 07:30:00,416.4500,416.5800,416.4400,416.5000,660
2025-01-15 07:25:00,416.5700,416.6100,416.3600,416.5500,523
2025-01-15 07:20:00,416.5700,416.8900,416.5000,416.5100,2305
2025-01-15 07:15:00,416.5400,416.5900,416.3600,416.5700,2011
2025-01-15 07:10:00,416.5800,416.6000,416.5000,416.5000,266
2025-01-15 07:05:00,416.5500,416.6500,416.4600,416.6400,778
2025-01-15 07:00:00,416.5000,416.7000,416.4200,416.5500,320
2025-01-15 06:55:00,416.4200,416.8000,416.4200,416.5800,335
2025-01-15 06:50:00,416.7300,416.7300,416.4000,416.4200,133
2025-01-15 06:45:00,416.7200,416.8600,416.5700,416.7200,266
2025-01-15 06:40:00,416.7400,417.0000,416.5800,416.7300,2018
2025-01-15 06:35:00,416.1900,416.7000,416.0900,416.7000,1215
2025-01-15 06:30:00,416.2000,416.2600,416.1900,416.1900,289
2025-01-15 06:25:00,416.0800,416.3400,416.0800,416.2500,369
2025-01-15 06:20:00,416.1000,416.1000,416.0200,416.0800,114
2025-01-15 06:15:00,415.9000,416.1300,415.9000,416.1300,53
2025-01-15 06:10:00,415.8000,415.8400,415.6900,415.8400,583
2025-01-15 06:05:00,416.1100,416.2200,415.7700,415.8000,1584
2025-01-15 06:00:00,416.1800,416.2000,416.1800,416.2000,4
2025-01-15 05:55:00,416.1800,416.2000,416.0300,416.0300,44
2025-01-15 05:50:00,416.1800,416.2000,416.0300,416.2000,77
2025-01-15 05:45:00,416.3600,416.3600,416.1300,416.1300,171
2025-01-15 05:40:00,416.2800,416.3600,416.0700,416.2800,324
2025-01-15 05:35:00,416.2400,416.3700,416.2400,416.2700,282
2025-01-15 05:30:00,416.0300,416.3100,416.0300,416.3100,50
2025-01-15 05:25:00,415.9800,416.1800,415.9800,416.0400,120
2025-01-15 05:20:00,416.1100,416.1200,415.7900,415.9900,328
2025-01-15 05:15:00,416.3300,416.3500,416.1000,416.1800,422
2025-01-15 05:10:00,416.3200,416.3700,416.3200,416.3500,99
2025-01-15 05:05:00,416.4100,416.4400,416.3200,416.3700,193
2025-01-15 05:00:00,416.5200,416.5200,416.4500,416.4500,5
2025-01-15 04:55:00,416.3500,416.6900,416.2500,416.5400,178
2025-01-15 04:50:00,416.3200,416.4500,416.2000,416.4500,109
2025-01-15 04:45:00,416.7400,416.8000,416.2800,416.3200,1358
2025-01-15 04:40:00,415.9300,416.8000,415.9000,416.4600,1255
2025-01-15 04:35:00,415.7200,415.9200,415.6100,415.9200,216
2025-01-15 04:30:00,415.6900,415.7200,415.6200,415.7200,247
2025-01-15 04:25:00,415.6100,415.6700,415.5600,415.6700,74
2025-01-15 04:20:00,415.6800,415.7200,415.5900,415.6000,392
2025-01-15 04:15:00,415.6300,415.7200,415.3100,415.7100,300
2025-01-15 04:10:00,415.8600,415.8800,415.6500,415.6700,733
2025-01-15 04:05:00,416.2200,416.2200,415.8000,415.8300,1225
2025-01-15 04:00:00,416.5500,416.9600,415.9000,416.1900,485
2025-01-14 19:55:00,416.3400,416.4900,415.8600,416.0000,468
2025-01-14 19:50:00,416.1750,416.3400,415.8500,416.1750,247
2025-01-14 19:45:00,416.1500,416.5000,415.7400,416.1050,353
2025-01-14 19:40:00,416.2750,416.5000,415.7100,416.0200,1217
2025-01-14 19:35:00,416.0050,416.3300,416.0000,416.2200,1042
2025-01-14 19:30:00,416.0900,416.3000,415.9800,416.0050,976
2025-01-14 19:25:00,416.0200,416.3300,415.8300,416.0060,1302
2025-01-14 19:20:00,415.9900,416.2950,415.7200,416.0250,3588
2025-01-14 19:15:00,415.9700,416.0900,415.8000,416.0400,500
2025-01-14 19:10:00,415.8900,416.0800,415.7400,416.0315,968
2025-01-14 19:05:00,416.0000,416.0900,415.7095,415.8900,514
2025-01-14 19:00:00,415.8350,416.0800,415.6700,416.0000,1082
2025-01-14 18:55:00,415.6700,416.0000,415.6700,415.9900,235
2025-01-14 18:50:00,415.8550,416.0200,415.6902,415.8350,413
2025-01-14 18:45:00,415.7350,416.0800,415.3900,415.8200,1230
2025-01-14 18:40:00,415.3900,416.0900,415.3900,416.0800,491
2025-01-14 18:35:00,416.0900,416.0900,415.3900,415.7350,667
2025-01-14 18:30:00,416.0500,416.1500,415.3900,415.7700,8063
2025-01-14 18:25:00,416.0400,416.0800,416.0000,416.0400,397
2025-01-14 18:20:00,416.0400,416.0800,416.0000,416.0700,1572
2025-01-14 18:15:00,416.0300,416.0900,416.0000,416.0400,601
2025-01-14 18:10:00,416.0500,416.1300,416.0000,416.0500,649
2025-01-14 18:05:00,416.1000,416.1500,416.0000,416.0750,370
2025-01-14 18:00:00,416.0500,416.1500,416.0037,416.1000,1852
2025-01-14 17:55:00,416.1500,416.1500,416.0000,416.0100,477
2025-01-14 17:50:00,416.0750,416.1500,416.0000,416.0750,54
2025-01-14 17:45:00,416.0750,416.1500,416.0000,416.0100,510
2025-01-14 17:40:00,416.0000,416.1500,416.0000,416.1500,465
2025-01-14 17:35:00,416.0900,416.1500,416.0000,416.0750,269
2025-01-14 17:30:00,416.1500,416.1500,416.0100,416.0100,504
2025-01-14 17:25:00,416.1000,416.1500,415.6700,416.0800,1459
2025-01-14 17:20:00,416.0500,416.1500,416.0122,416.1500,875
2025-01-14 17:15:00,416.1500,416.1500,416.0000,416.0500,2304
2025-01-14 17:10:00,416.1600,416.3300,416.0000,416.1000,5834
2025-01-14 17:05:00,416.3400,416.3400,415.6700,416.0000,5596
2025-01-14 17:00:00,416.3500,416.4900,416.1100,416.3200,2261
2025-01-14 16:55:00,416.1800,421.5473,387.3787,416.4900,8315
2025-01-14 16:50:00,416.2500,432.1351,403.3159,416.2000,8073
2025-01-14 16:45:00,416.3025,430.7610,403.6374,416.2600,2366
2025-01-14 16:40:00,416.2750,416.4400,414.2450,416.4000,777
2025-01-14 16:35:00,416.2400,416.6000,416.1100,416.4400,9535
2025-01-14 16:30:00,416.1600,416.2900,416.1500,416.2150,2066
2025-01-14 16:25:00,416.2250,416.3300,416.1500,416.1600,3972
2025-01-14 16:20:00,416.7000,416.7000,416.1500,416.1500,768
2025-01-14 16:15:00,416.2000,416.7500,415.6700,416.4600,5247
2025-01-14 16:10:00,416.5000,416.5000,415.6700,416.1850,13419
2025-01-14 16:05:00,416.0000,416.9900,401.7000,416.2100,134208
2025-01-14 16:00:00,415.6800,416.4900,415.1600,416.0000,7826975
2025-01-14 15:55:00,414.4600,415.7500,414.2800,415.6800,993503
2025-01-14 15:50:00,412.9000,414.7000,412.9000,414.4100,397419
2025-01-14 15:45:00,412.4300,413.1500,412.3700,412.9200,214172
2025-01-14 15:40:00,411.5800,412.4500,411.5500,412.4000,236734
2025-01-14 15:35:00,411.8200,412.3300,411.4900,411.5600,202842
2025-01-14 15:30:00,411.9000,412.2500,411.6600,411.7850,226917
2025-01-14 15:25:00,411.6000,412.1000,411.3500,411.9000,209253
2025-01-14 15:20:00,411.2800,411.6100,410.7200,411.6100,241571
2025-01-14 15:15:00,411.2500,411.7100,410.7200,411.2700,478684
2025-01-14 15:10:00,412.0000,412.0000,411.2500,411.2600,290865
2025-01-14 15:05:00,412.4200,412.7552,411.8300,412.0550,369673
2025-01-14 15:00:00,414.3000,414.5840,412.3200,412.4200,340578
2025-01-14 14:55:00,415.3200,415.4300,414.2560,414.3000,161359
2025-01-14 14:50:00,416.5550,416.5700,415.3400,415.3625,101322
2025-01-14 14:45:00,416.8506,416.8700,416.5200,416.5450,98366
2025-01-14 14:40:00,417.2162,417.3446,416.7100,416.8450,75651
2025-01-14 14:35:00,417.2575,417.4826,417.2215,417.2215,86245
2025-01-14 14:30:00,417.0300,417.3700,416.9600,417.2550,78962
2025-01-14 14:25:00,417.4600,417.5500,416.9650,417.0100,90574
2025-01-14 14:20:00,417.4950,417.5600,417.2900,417.4500,62095
2025-01-14 14:15:00,417.4150,417.8200,417.2480,417.4950,68600
2025-01-14 14:10:00,417.3076,417.4435,417.0600,417.4150,56292
2025-01-14 14:05:00,417.1700,417.4800,417.0300,417.3450,68141
2025-01-14 14:00:00,417.1949,417.3200,416.8800,417.1500,63271
2025-01-14 13:55:00,417.3000,417.6100,417.0800,417.1800,100134
2025-01-14 13:50:00,417.1400,417.3600,416.9600,417.2950,131588
2025-01-14 13:45:00,416.7700,417.2000,416.7000,417.1300,84494
2025-01-14 13:40:00,416.3100,416.9800,416.3000,416.7600,109746
2025-01-14 13:35:00,416.1750,416.4299,415.9800,416.3450,54576
2025-01-14 13:30:00,416.1600,416.2300,415.9500,416.1450,87283
2025-01-14 13:25:00,416.0422,416.5000,416.0200,416.2000,79953
2025-01-14 13:20:00,415.7100,416.0300,415.5900,416.0200,51980
2025-01-14 13:15:00,415.4000,416.0500,415.3615,415.7500,84825
2025-01-14 13:10:00,415.3700,415.4500,415.0700,415.4500,34173
2025-01-14 13:05:00,415.4850,415.5900,415.2500,415.3600,68515
2025-01-14 13:00:00,415.0000,415.6000,414.9100,415.4850,72965
2025-01-14 12:55:00,415.0100,415.0700,414.5000,415.0000,53064
2025-01-14 12:50:00,414.8750,415.1632,414.7100,415.0500,58998
